Destination,FlightNumber,Code,lat,lng,country,Date,Time,Airline,Armenian,DayOfWeek,Status
Minsk,B2 734,MSQ,53.9,27.5667,Belarus,2023-11-20,04:55:00,Belavia,0,Monday,Onetime
Frankfurt,LH 1561,FRA,50.1106,8.6822,Germany,2023-11-20,05:05:00,Lufthansa,0,Monday,Onetime
Warsaw,LO 728,WAW,52.23,21.0111,Poland,2023-11-20,05:15:00,LOT Polish Airlines,0,Monday,Ontime
Athens,A3 899,ATH,37.9842,23.7281,Greece,2023-11-20,05:20:00,Aegean Airlines,0,Monday,Ontime
Vienna,OS 642,VIE,48.2083,16.3725,Austria,2023-11-20,05:45:00,Austrian Airlines,0,Monday,Ontime
Moscow,SU 1965,SVO,55.7558,37.6178,Russia,2023-11-20,06:35:00,Aeroflot,0,Monday,Ontime
Moscow,G6 403,DME,55.7558,37.6178,Russia,2023-11-20,07:15:00,Fly Arna,1,Monday,Ontime
Paris,AF 1061,CDG,48.8567,2.3522,France,2023-11-20,09:25:00,Air France,0,Monday,Ontime
Sochi,FV 6720,AER,43.5853,39.7203,Russia,2023-11-20,09:35:00,Rossiya Airlines,0,Monday,Ontime
Moscow,3F 315,DME,55.7558,37.6178,Russia,2023-11-20,10:30:00,Fly One,1,Monday,Ontime
Kapan,NAI 1001,RA1,39.2011,46.415,Armenia,2023-11-20,11:00:00,Charter Flight,0,Monday,Ontime
Milan,3F 245,MXP,45.4669,9.19,Italy,2023-11-20,11:00:00,Fly One,1,Monday,Ontime
Mineralnye Vody,A4 6030,MRV,44.2095,43.1053,Russia,2023-11-20,11:05:00,Azimuth,0,Monday,Ontime
Sochi,JI 122,AER,43.5853,39.7203,Russia,2023-11-20,11:20:00,Armenian Airlines,1,Monday,Ontime
Moscow,WZ 4322,DME,55.7558,37.6178,Russia,2023-11-20,11:50:00,Red WIngs,0,Monday,Ontime
Zagreb,ENT 587,ZAG,45.8167,15.9833,Croatia,2023-11-20,12:00:00,Enter Air,0,Monday,Ontime
Sharjah,G9 245,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-20,12:20:00,Air Arabia,0,Monday,Ontime
Kishinev,3F 867,KIV,47.0105,28.8638,Moldova,2023-11-20,12:20:00,Fly One,1,Monday,Ontime
Abu Dhabi,5W 7014,AUH,24.4667,54.3667,United Arab Emirates,2023-11-20,12:25:00,Wizz Air,0,Monday,Ontime
Dubai,FZ 718,DXB,25.2631,55.2972,United Arab Emirates,2023-11-20,12:30:00,Flydubai,0,Monday,Ontime
Tehran,6A 221,IKA,35.6892,51.3889,Iran,2023-11-20,13:35:00,Armenia Airways,1,Monday,Ontime
Vienna,W4 2892,VIE,48.2083,16.3725,Austria,2023-11-20,13:35:00,Wizz Air,0,Monday,Ontime
Moscow,SU 1865,SVO,55.7558,37.6178,Russia,2023-11-20,14:20:00,Aeroflot,0,Monday,Ontime
Rome,W4 8336,FCO,41.8931,12.4828,Italy,2023-11-20,14:20:00,Wizz Air,0,Monday,Ontime
Moscow,JI 104,SVO,55.7558,37.6178,Russia,2023-11-20,15:50:00,Armenian Airlines,1,Monday,Ontime
Yekaterinburg,SU 617,SVX,56.8356,60.6128,Russia,2023-11-20,15:55:00,Aeroflot,0,Monday,Ontime
Tehran,QB 2250,IKA,35.6892,51.3889,Iran,2023-11-20,17:00:00,Charter Flight,0,Monday,Ontime
Moscow,SU 1861,SVO,55.7558,37.6178,Russia,2023-11-20,17:20:00,Aeroflot,0,Monday,Cancelled
Dortmund,W6 4426,DTM,51.5167,7.4667,Germany,2023-11-20,17:20:00,Wizz Air,0,Monday,Ontime
Sochi,G6 401,AER,43.5853,39.7203,Russia,2023-11-20,18:10:00,Fly Arna,1,Monday,Ontime
Moscow,A4 7030,VKO,55.7558,37.6178,Russia,2023-11-20,18:25:00,Azimuth,0,Monday,Ontime
Larnaca,W6 4550,LCA,34.9167,33.6333,Cyprus,2023-11-20,19:55:00,Wizz Air,0,Monday,Ontime
Moscow,SU 1863,SVO,55.7558,37.6178,Russia,2023-11-20,20:30:00,Aeroflot,0,Monday,Ontime
Abu Dhabi,5W 7188,AUH,24.4667,54.3667,United Arab Emirates,2023-11-20,20:35:00,Wizz Air,0,Monday,Ontime
Venice,W4 5484,VCE,45.4397,12.3319,Italy,2023-11-20,20:45:00,Wizz Air,0,Monday,Ontime
St.Petersburg,FV 6926,LED,59.9343,30.3351,Russia,2023-11-20,21:30:00,Rossiya Airlines,0,Monday,Ontime
Kishinev,3F 533,KIV,47.0105,28.8638,Moldova,2023-11-20,21:45:00,Fly One,1,Monday,Ontime
Doha,QR 288,DOH,25.2867,51.5333,Qatar,2023-11-20,22:05:00,Qatar Airways,0,Monday,Ontime
Mineralnye Vody,A4 6032,MRV,44.2095,43.1053,Russia,2023-11-20,22:35:00,Azimuth,0,Monday,Ontime
Larnaca,W6 4558,LCA,34.9167,33.6333,Cyprus,2023-11-20,23:25:00,Wizz Air,0,Monday,Ontime
St.Petersburg,3F 333,LED,59.9343,30.3351,Russia,2023-11-20,23:30:00,Fly One,1,Monday,Ontime
Moscow,5G 709,SVO,55.7558,37.6178,Russia,2023-11-20,23:45:00,Shirak Avia,1,Monday,Ontime
Sochi,WZ 4330,AER,43.5853,39.7203,Russia,2023-11-20,23:50:00,Red WIngs,0,Monday,Ontime
Doha,QR 285,DOH,25.2867,51.5333,Qatar,2023-11-21,00:15:00,Qatar Airways,0,Tuesday,Onetime
Moscow,UT 785,VKO,55.7558,37.6178,Russia,2023-11-21,02:30:00,Utair,0,Tuesday,Onetime
Istanbul,PC 550,SAW,41.0136,28.955,Turkey,2023-11-21,02:35:00,Pegasus Airlines,0,Tuesday,21.11.23
Frankfurt,LH 1560,FRA,50.1106,8.6822,Germany,2023-11-21,03:55:00,Lufthansa,0,Tuesday,Delay
Moscow,SU 1964,SVO,55.7558,37.6178,Russia,2023-11-21,05:35:00,Aeroflot,0,Tuesday,Ontime
Warsaw,LO 729,WAW,52.23,21.0111,Poland,2023-11-21,05:35:00,LOT Polish Airlines,0,Tuesday,Ontime
Kishinev,3F 534,KIV,47.0105,28.8638,Moldova,2023-11-21,06:10:00,Fly One,1,Tuesday,Ontime
Sharm El Sheikh,AMV 2112,SSH,27.9158,34.3297,Egypt,2023-11-21,07:00:00,AMC Airlines,0,Tuesday,Ontime
Moscow,5G 710,SVO,55.7558,37.6178,Russia,2023-11-21,07:45:00,Shirak Avia,1,Tuesday,Ontime
Larnaca,W6 4549,LCA,34.9167,33.6333,Cyprus,2023-11-21,09:05:00,Wizz Air,0,Tuesday,Ontime
Moscow,3F 326,VKO,55.7558,37.6178,Russia,2023-11-21,09:20:00,Fly One,1,Tuesday,Ontime
St.Petersburg,3F 334,LED,59.9343,30.3351,Russia,2023-11-21,09:20:00,Fly One,1,Tuesday,Ontime
Mineralnye Vody,A4 6029,MRV,44.2095,43.1053,Russia,2023-11-21,09:50:00,Azimuth,0,Tuesday,Ontime
Dubai,FZ 717,DXB,25.2631,55.2972,United Arab Emirates,2023-11-21,11:30:00,Flydubai,0,Tuesday,Ontime
Sharjah,G9 244,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-21,11:30:00,Air Arabia,0,Tuesday,Delay
Abu Dhabi,5W 7013,AUH,24.4667,54.3667,United Arab Emirates,2023-11-21,11:50:00,Wizz Air,0,Tuesday,Ontime
Vienna,W4 2891,VIE,48.2083,16.3725,Austria,2023-11-21,13:00:00,Wizz Air,0,Tuesday,Ontime
Moscow,A4 7029,VKO,55.7558,37.6178,Russia,2023-11-21,13:15:00,Azimuth,0,Tuesday,Ontime
Moscow,SU 1864,SVO,55.7558,37.6178,Russia,2023-11-21,13:25:00,Aeroflot,0,Tuesday,Ontime
Rome,W4 8335,FCO,41.8931,12.4828,Italy,2023-11-21,13:45:00,Wizz Air,0,Tuesday,Ontime
Moscow,WZ 4339,ZIA,55.7558,37.6178,Russia,2023-11-21,13:55:00,Red WIngs,0,Tuesday,Ontime
Tehran,IRB 9724,IKA,35.6892,51.3889,Iran,2023-11-21,14:40:00,Iran Airtour,0,Tuesday,Ontime
Sochi,FV 6719,AER,43.5853,39.7203,Russia,2023-11-21,15:25:00,Rossiya Airlines,0,Tuesday,Ontime
Moscow,G6 404,DME,55.7558,37.6178,Russia,2023-11-21,15:45:00,Fly Arna,1,Tuesday,Cancelled
Moscow,SU 1860,SVO,55.7558,37.6178,Russia,2023-11-21,16:25:00,Aeroflot,0,Tuesday,Ontime
Samara,WZ 1355,KUF,53.2028,50.1408,Russia,2023-11-21,17:10:00,Red WIngs,0,Tuesday,Ontime
Tehran,6A 222,IKA,35.6892,51.3889,Iran,2023-11-21,17:35:00,Armenia Airways,1,Tuesday,Ontime
Kazan,WZ 4677,KZN,55.7964,49.1089,Russia,2023-11-21,18:10:00,Red WIngs,0,Tuesday,Ontime
Kishinev,3F 868,KIV,47.0105,28.8638,Moldova,2023-11-21,18:30:00,Fly One,1,Tuesday,Ontime
Moscow,3F 316,DME,55.7558,37.6178,Russia,2023-11-21,18:30:00,Fly One,1,Tuesday,Ontime
Yekaterinburg,WZ 1129,SVX,56.8356,60.6128,Russia,2023-11-21,19:10:00,Red WIngs,0,Tuesday,Ontime
Novosibirsk,3F 372,OVB,55.0333,82.9167,Russia,2023-11-21,19:20:00,Fly One,1,Tuesday,Ontime
Moscow,SU 1862,SVO,55.7558,37.6178,Russia,2023-11-21,19:30:00,Aeroflot,0,Tuesday,Ontime
Paris,AF 1060,CDG,48.8567,2.3522,France,2023-11-21,20:15:00,Air France,0,Tuesday,Ontime
St.Petersburg,FV 6925,LED,59.9343,30.3351,Russia,2023-11-21,20:30:00,Rossiya Airlines,0,Tuesday,Ontime
Mineralnye Vody,A4 6031,MRV,44.2095,43.1053,Russia,2023-11-21,21:30:00,Azimuth,0,Tuesday,Ontime
Larnaca,CY 414,LCA,34.9167,33.6333,Cyprus,2023-11-21,21:40:00,Cyprus Airways,0,Tuesday,Ontime
Milan,W4 5567,MXP,45.4669,9.19,Italy,2023-11-21,21:50:00,Wizz Air,0,Tuesday,Ontime
Tehran,G6 302,IKA,35.6892,51.3889,Iran,2023-11-21,22:15:00,Fly Arna,1,Tuesday,Delay
Abu Dhabi,5W 7187,AUH,24.4667,54.3667,United Arab Emirates,2023-11-21,22:20:00,Wizz Air,0,Tuesday,Ontime
Tbilisi,3F 584,TBS,41.7225,44.7925,Georgia,2023-11-21,23:00:00,Fly One,1,Tuesday,Ontime
Sofia,W6 4424,SOF,42.7,23.33,Bulgaria,2023-11-21,00:15:00,Wizz Air,0,Tuesday,Onetime
Aktau,DV 846,SCO,43.6588,51.1975,Kazakhstan,2023-11-21,00:25:00,Scat Airlines,0,Tuesday,Onetime
Moscow,3F 325,VKO,55.7558,37.6178,Russia,2023-11-21,01:30:00,Fly One,1,Tuesday,21.11.23
Doha,QR 286,DOH,25.2867,51.5333,Qatar,2023-11-21,03:00:00,Qatar Airways,0,Tuesday,Delay
Moscow,UT 786,VKO,55.7558,37.6178,Russia,2023-11-21,03:55:00,Utair,0,Tuesday,Ontime
Frankfurt,LH 1561,FRA,50.1106,8.6822,Germany,2023-11-21,05:15:00,Lufthansa,0,Tuesday,Ontime
Istanbul,PC 551,SAW,41.0136,28.955,Turkey,2023-11-21,05:25:00,Pegasus Airlines,0,Tuesday,Ontime
Warsaw,LO 730,WAW,52.23,21.0111,Poland,2023-11-21,06:30:00,LOT Polish Airlines,0,Tuesday,Ontime
Moscow,SU 1965,SVO,55.7558,37.6178,Russia,2023-11-21,06:35:00,Aeroflot,0,Tuesday,Ontime
Moscow,G6 403,DME,55.7558,37.6178,Russia,2023-11-21,07:15:00,Fly Arna,1,Tuesday,Ontime
Sharm El Sheikh,AMV 2113,SSH,27.9158,34.3297,Egypt,2023-11-21,07:50:00,AMC Airlines,0,Tuesday,Ontime
Novosibirsk,3F 371,OVB,55.0333,82.9167,Russia,2023-11-21,09:00:00,Fly One,1,Tuesday,Ontime
Larnaca,W6 4550,LCA,34.9167,33.6333,Cyprus,2023-11-21,09:40:00,Wizz Air,0,Tuesday,Ontime
Moscow,3F 315,DME,55.7558,37.6178,Russia,2023-11-21,10:30:00,Fly One,1,Tuesday,Ontime
Mineralnye Vody,A4 6030,MRV,44.2095,43.1053,Russia,2023-11-21,10:40:00,Azimuth,0,Tuesday,Delay
Moscow,JI 102,SVO,55.7558,37.6178,Russia,2023-11-21,11:20:00,Armenian Airlines,1,Tuesday,Ontime
Sharjah,G9 245,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-21,12:20:00,Air Arabia,0,Tuesday,Ontime
Kishinev,3F 867,KIV,47.0105,28.8638,Moldova,2023-11-21,12:20:00,Fly One,1,Tuesday,Ontime
Abu Dhabi,5W 7014,AUH,24.4667,54.3667,United Arab Emirates,2023-11-21,12:25:00,Wizz Air,0,Tuesday,Ontime
Dubai,FZ 718,DXB,25.2631,55.2972,United Arab Emirates,2023-11-21,12:30:00,Flydubai,0,Tuesday,Ontime
Tehran,6A 221,IKA,35.6892,51.3889,Iran,2023-11-21,13:35:00,Armenia Airways,1,Tuesday,Ontime
Vienna,W4 2892,VIE,48.2083,16.3725,Austria,2023-11-21,13:40:00,Wizz Air,0,Tuesday,Ontime
Moscow,A4 7030,VKO,55.7558,37.6178,Russia,2023-11-21,14:05:00,Azimuth,0,Tuesday,Ontime
Moscow,SU 1865,SVO,55.7558,37.6178,Russia,2023-11-21,14:20:00,Aeroflot,0,Tuesday,Cancelled
Rome,W4 8336,FCO,41.8931,12.4828,Italy,2023-11-21,14:20:00,Wizz Air,0,Tuesday,Ontime
Moscow,WZ 4340,ZIA,55.7558,37.6178,Russia,2023-11-21,14:40:00,Red WIngs,0,Tuesday,Ontime
Tehran,IRB 9725,IKA,35.6892,51.3889,Iran,2023-11-21,15:40:00,Iran Airtour,0,Tuesday,Ontime
Sochi,FV 6720,AER,43.5853,39.7203,Russia,2023-11-21,16:15:00,Rossiya Airlines,0,Tuesday,Ontime
Moscow,SU 1861,SVO,55.7558,37.6178,Russia,2023-11-21,17:20:00,Aeroflot,0,Tuesday,Ontime
Samara,WZ 1356,KUF,53.2028,50.1408,Russia,2023-11-21,18:00:00,Red WIngs,0,Tuesday,Ontime
Tehran,G6 301,IKA,35.6892,51.3889,Iran,2023-11-21,18:15:00,Fly Arna,1,Tuesday,Ontime
Kazan,WZ 4678,KZN,55.7964,49.1089,Russia,2023-11-21,19:00:00,Red WIngs,0,Tuesday,Ontime
Tbilisi,3F 583,TBS,41.7225,44.7925,Georgia,2023-11-21,19:50:00,Fly One,1,Tuesday,Ontime
Yekaterinburg,WZ 1130,SVX,56.8356,60.6128,Russia,2023-11-21,20:00:00,Red WIngs,0,Tuesday,Ontime
Moscow,SU 1863,SVO,55.7558,37.6178,Russia,2023-11-21,20:30:00,Aeroflot,0,Tuesday,Ontime
St.Petersburg,FV 6926,LED,59.9343,30.3351,Russia,2023-11-21,21:30:00,Rossiya Airlines,0,Tuesday,Ontime
Kishinev,3F 533,KIV,47.0105,28.8638,Moldova,2023-11-21,21:45:00,Fly One,1,Tuesday,Ontime
Moscow,3F 323,VKO,55.7558,37.6178,Russia,2023-11-21,21:50:00,Fly One,1,Tuesday,Ontime
Mineralnye Vody,A4 6032,MRV,44.2095,43.1053,Russia,2023-11-21,22:20:00,Azimuth,0,Tuesday,Ontime
Milan,W4 5568,MXP,45.4669,9.19,Italy,2023-11-21,22:25:00,Wizz Air,0,Tuesday,Delay
Larnaca,CY 415,LCA,34.9167,33.6333,Cyprus,2023-11-21,22:35:00,Cyprus Airways,0,Tuesday,Ontime
Abu Dhabi,5W 7188,AUH,24.4667,54.3667,United Arab Emirates,2023-11-21,22:55:00,Wizz Air,0,Tuesday,Ontime
Doha,QR 285,DOH,25.2867,51.5333,Qatar,2023-11-22,00:15:00,Qatar Airways,0,Wednesday,Ontime
Moscow,UT 785,VKO,55.7558,37.6178,Russia,2023-11-22,02:30:00,Utair,0,Wednesday,Ontime
Athens,A3 898,ATH,37.9842,23.7281,Greece,2023-11-22,04:25:00,Aegean Airlines,0,Wednesday,Ontime
Vienna,OS 641,VIE,48.2083,16.3725,Austria,2023-11-22,04:40:00,Austrian Airlines,0,Wednesday,Ontime
Moscow,SU 1964,SVO,55.7558,37.6178,Russia,2023-11-22,05:35:00,Aeroflot,0,Wednesday,Ontime
Kishinev,3F 534,KIV,47.0105,28.8638,Moldova,2023-11-22,06:10:00,Fly One,1,Wednesday,Ontime
Mineralnye Vody,A4 6031,MRV,44.2095,43.1053,Russia,2023-11-22,07:25:00,Azimuth,0,Wednesday,Ontime
Zagreb,ENT 588,ZAG,45.8167,15.9833,Croatia,2023-11-22,08:45:00,Enter Air,0,Wednesday,Ontime
Moscow,3F 326,VKO,55.7558,37.6178,Russia,2023-11-22,09:20:00,Fly One,1,Wednesday,Ontime
Moscow,JI 101,SVO,55.7558,37.6178,Russia,2023-11-22,10:20:00,Armenian Airlines,1,Wednesday,Ontime
Larnaca,W6 4549,LCA,34.9167,33.6333,Cyprus,2023-11-22,10:50:00,Wizz Air,0,Wednesday,Ontime
Moscow,WZ 4321,DME,55.7558,37.6178,Russia,2023-11-22,11:00:00,Red WIngs,0,Wednesday,Ontime
Dubai,FZ 717,DXB,25.2631,55.2972,United Arab Emirates,2023-11-22,11:30:00,Flydubai,0,Wednesday,Ontime
Sharjah,G9 244,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-22,11:30:00,Air Arabia,0,Wednesday,Ontime
Abu Dhabi,5W 7013,AUH,24.4667,54.3667,United Arab Emirates,2023-11-22,11:50:00,Wizz Air,0,Wednesday,Ontime
Novosibirsk,S7 5591,OVB,55.0333,82.9167,Russia,2023-11-22,12:40:00,Charter Flight,0,Wednesday,Ontime
Vienna,W4 2891,VIE,48.2083,16.3725,Austria,2023-11-22,12:40:00,Wizz Air,0,Wednesday,Ontime
Milan,W4 5567,MXP,45.4669,9.19,Italy,2023-11-22,13:10:00,Wizz Air,0,Wednesday,Ontime
Moscow,SU 1864,SVO,55.7558,37.6178,Russia,2023-11-22,13:25:00,Aeroflot,0,Wednesday,Ontime
Rome,W4 8335,FCO,41.8931,12.4828,Italy,2023-11-22,13:45:00,Wizz Air,0,Wednesday,Ontime
Batumi,JI 301,BUS,41.6458,41.6417,Georgia,2023-11-22,14:35:00,Armenian Airlines,1,Wednesday,Ontime
Sochi,JI 123,AER,43.5853,39.7203,Russia,2023-11-22,15:05:00,Armenian Airlines,1,Wednesday,Delay
Sharm El Sheikh,3F 7642,SSH,27.9158,34.3297,Egypt,2023-11-22,15:20:00,Fly One,1,Wednesday,Ontime
Moscow,G6 404,DME,55.7558,37.6178,Russia,2023-11-22,15:45:00,Fly Arna,1,Wednesday,Ontime
Nizhny Novgorod,WZ 1347,GOJ,56.3159,43.9944,Russia,2023-11-22,16:05:00,Red WIngs,0,Wednesday,Ontime
Moscow,SU 1860,SVO,55.7558,37.6178,Russia,2023-11-22,16:25:00,Aeroflot,0,Wednesday,Ontime
Mineralnye Vody,3F 362,MRV,44.2095,43.1053,Russia,2023-11-22,16:40:00,Fly One,1,Wednesday,Ontime
Sochi,FV 6719,AER,43.5853,39.7203,Russia,2023-11-22,17:00:00,Rossiya Airlines,0,Wednesday,Ontime
Samara,FV 6949,KUF,53.2028,50.1408,Russia,2023-11-22,17:20:00,Rossiya Airlines,0,Wednesday,Ontime
Tehran,6A 222,IKA,35.6892,51.3889,Iran,2023-11-22,17:35:00,Armenia Airways,1,Wednesday,Ontime
Moscow,3F 316,DME,55.7558,37.6178,Russia,2023-11-22,18:30:00,Fly One,1,Wednesday,Ontime
Paris,TO 7490,ORY,48.8567,2.3522,France,2023-11-22,18:35:00,Transavia,0,Wednesday,Ontime
Larnaca,W6 4557,LCA,34.9167,33.6333,Cyprus,2023-11-22,18:55:00,Wizz Air,0,Wednesday,Ontime
Moscow,SU 1862,SVO,55.7558,37.6178,Russia,2023-11-22,19:30:00,Aeroflot,0,Wednesday,Ontime
Abu Dhabi,5W 7187,AUH,24.4667,54.3667,United Arab Emirates,2023-11-22,20:00:00,Wizz Air,0,Wednesday,Ontime
Venice,W4 5483,VCE,45.4397,12.3319,Italy,2023-11-22,20:10:00,Wizz Air,0,Wednesday,Ontime
St.Petersburg,FV 6925,LED,59.9343,30.3351,Russia,2023-11-22,20:30:00,Rossiya Airlines,0,Wednesday,Ontime
Sochi,WZ 4329,AER,43.5853,39.7203,Russia,2023-11-22,21:00:00,Red WIngs,0,Wednesday,Ontime
Doha,QR 287,DOH,25.2867,51.5333,Qatar,2023-11-22,21:05:00,Qatar Airways,0,Wednesday,Ontime
Sochi,3F 350,AER,43.5853,39.7203,Russia,2023-11-22,21:40:00,Fly One,1,Wednesday,Ontime
Mineralnye Vody,A4 6029,MRV,44.2095,43.1053,Russia,2023-11-22,22:20:00,Azimuth,0,Wednesday,Ontime
Moscow,JI 105,SVO,55.7558,37.6178,Russia,2023-11-22,23:50:00,Armenian Airlines,1,Wednesday,Ontime
Doha,QR 285,DOH,25.2867,51.5333,Qatar,2023-11-23,00:15:00,Qatar Airways,0,Thursday,Ontime
Moscow,3F 325,VKO,55.7558,37.6178,Russia,2023-11-22,01:30:00,Fly One,1,Wednesday,Onetime
Moscow,JI 100,SVO,55.7558,37.6178,Russia,2023-11-22,02:10:00,Armenian Airlines,1,Wednesday,Onetime
Doha,QR 286,DOH,25.2867,51.5333,Qatar,2023-11-22,03:00:00,Qatar Airways,0,Wednesday,Onetime
Moscow,UT 786,VKO,55.7558,37.6178,Russia,2023-11-22,03:55:00,Utair,0,Wednesday,Onetime
Vienna,OS 642,VIE,48.2083,16.3725,Austria,2023-11-22,05:45:00,Austrian Airlines,0,Wednesday,Ontime
Moscow,SU 1965,SVO,55.7558,37.6178,Russia,2023-11-22,06:35:00,Aeroflot,0,Wednesday,Ontime
Moscow,G6 403,DME,55.7558,37.6178,Russia,2023-11-22,07:15:00,Fly Arna,1,Wednesday,Ontime
Sharm El Sheikh,3F 7641,SSH,27.9158,34.3297,Egypt,2023-11-22,07:50:00,Fly One,1,Wednesday,Ontime
Mineralnye Vody,A4 6032,MRV,44.2095,43.1053,Russia,2023-11-22,08:15:00,Azimuth,0,Wednesday,Ontime
Paris,DL 8723,CDG,48.8567,2.3522,France,2023-11-22,09:25:00,Delta Airlines,0,Wednesday,Ontime
Moscow,3F 315,DME,55.7558,37.6178,Russia,2023-11-22,10:30:00,Fly One,1,Wednesday,Ontime
Sochi,JI 122,AER,43.5853,39.7203,Russia,2023-11-22,11:20:00,Armenian Airlines,1,Wednesday,Ontime
Batumi,JI 300,BUS,41.6458,41.6417,Georgia,2023-11-22,11:20:00,Armenian Airlines,1,Wednesday,Ontime
Larnaca,W6 4550,LCA,34.9167,33.6333,Cyprus,2023-11-22,11:30:00,Wizz Air,0,Wednesday,Ontime
Moscow,WZ 4322,DME,55.7558,37.6178,Russia,2023-11-22,11:50:00,Red WIngs,0,Wednesday,Ontime
Sharjah,G9 245,SHJ,25.3575,55.3908,United Arab Emirates,2023-11-22,12:20:00,Air Arabia,0,Wednesday,Ontime
Abu Dhabi,5W 7014,AUH,24.4667,54.3667,United Arab Emirates,2023-11-22,12:25:00,Wizz Air,0,Wednesday,Ontime
Dubai,FZ 718,DXB,25.2631,55.2972,United Arab Emirates,2023-11-22,12:30:00,Flydubai,0,Wednesday,Ontime
Vienna,W4 2892,VIE,48.2083,16.3725,Austria,2023-11-22,13:15:00,Wizz Air,0,Wednesday,Ontime
Mineralnye Vody,3F 361,MRV,44.2095,43.1053,Russia,2023-11-22,13:20:00,Fly One,1,Wednesday,Ontime
Novosibirsk,S7 5592,OVB,55.0333,82.9167,Russia,2023-11-22,13:35:00,Charter Flight,0,Wednesday,Ontime
Tehran,6A 221,IKA,35.6892,51.3889,Iran,2023-11-22,13:35:00,Armenia Airways,1,Wednesday,Ontime
Milan,W4 5568,MXP,45.4669,9.19,Italy,2023-11-22,13:45:00,Wizz Air,0,Wednesday,Ontime
Moscow,SU 1865,SVO,55.7558,37.6178,Russia,2023-11-22,14:20:00,Aeroflot,0,Wednesday,Ontime
Rome,W4 8336,FCO,41.8931,12.4828,Italy,2023-11-22,14:20:00,Wizz Air,0,Wednesday,Delay
Moscow,JI 104,SVO,55.7558,37.6178,Russia,2023-11-22,15:50:00,Armenian Airlines,1,Wednesday,Ontime
St.Petersburg,G6 426,LED,59.9343,30.3351,Russia,2023-11-22,16:45:00,Fly Arna,1,Wednesday,Ontime
Nizhny Novgorod,WZ 1348,GOJ,56.3159,43.9944,Russia,2023-11-22,16:55:00,Red WIngs,0,Wednesday,Ontime
Moscow,SU 1861,SVO,55.7558,37.6178,Russia,2023-11-22,17:20:00,Aeroflot,0,Wednesday,Ontime
Sochi,FV 6720,AER,43.5853,39.7203,Russia,2023-11-22,17:50:00,Rossiya Airlines,0,Wednesday,Ontime
Sochi,3F 349,AER,43.5853,39.7203,Russia,2023-11-22,18:00:00,Fly One,1,Wednesday,Ontime
Samara,FV 6950,KUF,53.2028,50.1408,Russia,2023-11-22,18:20:00,Rossiya Airlines,0,Wednesday,Ontime
Paris,TO 7491,ORY,48.8567,2.3522,France,2023-11-22,19:30:00,Transavia,0,Wednesday,Ontime
Larnaca,W6 4558,LCA,34.9167,33.6333,Cyprus,2023-11-22,19:30:00,Wizz Air,0,Wednesday,Ontime
Moscow,SU 1863,SVO,55.7558,37.6178,Russia,2023-11-22,20:30:00,Aeroflot,0,Wednesday,Ontime
Abu Dhabi,5W 7188,AUH,24.4667,54.3667,United Arab Emirates,2023-11-22,20:35:00,Wizz Air,0,Wednesday,Ontime
Venice,W4 5484,VCE,45.4397,12.3319,Italy,2023-11-22,20:45:00,Wizz Air,0,Wednesday,Ontime
St.Petersburg,FV 6926,LED,59.9343,30.3351,Russia,2023-11-22,21:30:00,Rossiya Airlines,0,Wednesday,Ontime
Kishinev,3F 533,KIV,47.0105,28.8638,Moldova,2023-11-22,21:45:00,Fly One,1,Wednesday,Ontime
Sochi,WZ 4330,AER,43.5853,39.7203,Russia,2023-11-22,21:50:00,Red WIngs,0,Wednesday,Ontime
Moscow,3F 323,VKO,55.7558,37.6178,Russia,2023-11-22,21:50:00,Fly One,1,Wednesday,Ontime
Doha,QR 288,DOH,25.2867,51.5333,Qatar,2023-11-22,22:05:00,Qatar Airways,0,Wednesday,Ontime
Mineralnye Vody,A4 6030,MRV,44.2095,43.1053,Russia,2023-11-22,23:10:00,Azimuth,0,Wednesday,Ontime
Moscow,3F 325,VKO,55.7558,37.6178,Russia,2023-11-23,01:30:00,Fly One,1,Thursday,Ontime
Moscow,UT 785,VKO,55.7558,37.6178,Russia,2023-11-23,02:30:00,Utair,0,Thursday,Onetime
St.Petersburg,G6 427,LED,59.9343,30.3351,Russia,2023-11-23,03:00:00,Fly Arna,1,Thursday,Onetime
Frankfurt,LH 1560,FRA,50.1106,8.6822,Germany,2023-11-23,03:55:00,Lufthansa,0,Thursday,Onetime
Minsk,B2 733,MSQ,53.9,27.5667,Belarus,2023-11-23,04:05:00,Belavia,0,Thursday,Onetime
Athens,A3 898,ATH,37.9842,23.7281,Greece,2023-11-23,04:25:00,Aegean Airlines,0,Thursday,Onetime
Moscow,SU 1964,SVO,55.7558,37.6178,Russia,2023-11-23,05:35:00,Aeroflot,0,Thursday,Onetime
Kishinev,3F 534,KIV,47.0105,28.8638,Moldova,2023-11-23,06:10:00,Fly One,1,Thursday,Onetime
Sharm El Sheikh,AMV 4112,SSH,27.9158,34.3297,Egypt,2023-11-23,07:00:00,AMC Airlines,0,Thursday,Onetime
Sharm El Sheikh,FT 261,SSH,27.9158,34.3297,Egypt,2023-11-23,07:35:00,Fly Egypt,0,Thursday,Onetime
